,LONGITUDE,LATITUDE,FLOOR,BUILDINGID,SPACEID,RELATIVEPOSITION,USERID,PHONEID,TIMESTAMP,REFPOINT
846,-7391.084499999882,4864779.909699999,3,2,218,2,2,23,1371720794,69
847,-7390.095800001174,4864781.450599998,3,2,217,2,2,23,1371720765,68
848,-7395.100707694888,4864777.95992858,3,2,216,1,2,23,1371720720,66
849,-7392.357000000775,4864780.615599996,3,2,216,2,2,23,1371720660,67
850,-7384.393399998547,4864778.2870000005,3,2,219,2,2,23,1371720828,70
851,-7385.372800000012,4864776.740699999,3,2,220,2,2,23,1371720860,71
852,-7376.4010000005355,4864773.852899998,3,2,223,2,2,23,1371720959,75
853,-7384.211300000548,4864776.0964,3,2,222,2,2,23,1371720921,73
854,-7383.265599999577,4864777.661399998,3,2,221,2,2,23,1371720891,72
855,-7377.651299998164,4864772.941299997,3,2,250,2,2,23,1371721048,106
856,-7370.614700000732,4864768.552900001,3,2,224,2,2,23,1371721118,76
857,-7374.294482905418,4864777.897182643,3,2,223,1,2,23,1371721001,74
858,-7369.632300000639,4864770.0979999965,3,2,225,2,2,23,1371721082,77
859,-7362.526500001551,4864764.065700002,3,2,230,2,2,23,1371721311,83
860,-7369.414400000124,4864767.887100004,3,2,226,2,2,23,1371721156,78
861,-7368.386100001633,4864769.406199999,3,2,227,2,2,23,1371721214,79
862,-7363.996100001038,4864764.880800001,3,2,228,2,2,23,1371721247,80
863,-7363.03830000013,4864766.439499997,3,2,229,2,2,23,1371721280,81
864,-7356.978100001811,4864760.987300001,3,2,232,2,2,23,1371721429,85
865,-7356.0102000012985,4864762.5402000025,3,2,233,2,2,23,1371721458,86
866,-7361.5406999997795,4864765.608599998,3,2,231,2,2,23,1371721397,84
867,-7363.228232070805,4864760.277467221,3,2,230,1,2,23,1371721354,82
868,-7355.670499999076,4864760.262000002,3,2,234,2,2,23,1371721491,87
869,-7354.719900000841,4864761.8244,3,2,235,2,2,23,1371721524,88
870,-7350.146999999882,4864757.249200001,3,2,236,2,2,23,1371721554,90
871,-7349.279599998145,4864758.806000002,3,2,237,2,2,23,1371721627,91
872,-7352.9321568608275,4864754.565126285,3,2,236,1,2,23,1371721590,89
873,-7348.012899998575,4864758.103299998,3,2,239,2,2,23,1371721691,93
874,-7536.6211999990055,4864934.2251999965,2,1,106,2,2,23,1371713688,13
875,-7536.598200000822,4864918.117200002,2,1,101,2,2,23,1371713648,2
876,-7348.8982000015685,4864756.556000002,3,2,238,2,2,23,1371721657,92
877,-7533.896200001241,4864939.258299999,2,1,105,2,2,23,1371713839,11
878,-7527.451099999249,4864929.146399997,2,1,101,2,2,23,1371713772,2
879,-7524.570399999618,4864934.093000002,2,1,102,2,2,23,1371713804,5
880,-7541.264299999922,4864920.7782000005,2,1,106,2,2,23,1371713730,13
881,-7523.628199998288,4864951.958300002,2,1,104,2,2,23,1371714164,9
882,-7528.816401548684,4864959.430612221,2,1,104,1,2,23,1371714198,8
883,-7510.437173217535,4864949.2514167065,2,1,103,1,2,23,1371714125,6
884,-7519.152399998158,4864949.532200001,2,1,103,2,2,23,1371714092,7
885,-7519.152399998158,4864949.532200001,2,1,103,2,2,23,1371713880,7
886,-7571.093400001526,4864871.7184000015,2,1,110,2,2,23,1371714390,17
887,-7562.186200000346,4864866.785099998,2,1,109,2,2,23,1371714430,16
888,-7559.497299998999,4864887.650399998,2,1,112,2,2,23,1371714304,20
889,-7564.196299999952,4864887.1932,2,1,111,2,2,23,1371714352,18
890,-7526.710926756264,4864892.801808476,2,1,15,1,2,23,1371714758,22
891,-7559.78200000152,4864871.373499997,2,1,108,2,2,23,1371714464,15
892,-7537.339899998158,4864895.785400003,2,1,117,2,2,23,1371714553,21
893,-7520.724500000478,4864892.4384,2,1,15,2,2,23,1371714730,23
894,-7555.132300000639,4864885.251500003,2,1,107,2,2,23,1371714506,14
895,-7516.088799998164,4864889.878200002,2,1,16,2,2,23,1371714917,25
896,-7520.755800001323,4864891.4821000025,2,1,29,2,2,23,1371714876,59
897,-7521.867186445744,4864889.477093995,2,1,29,1,2,23,1371714797,58
898,-7516.841499999165,4864889.291000001,2,1,28,2,2,23,1371714844,57
899,-7482.4561760276565,4864901.429579936,2,1,10,1,2,23,1371715079,0
900,-7512.604163631797,4864884.949543999,2,1,16,1,2,23,1371714943,24
901,-7502.449700001627,4864884.176100002,2,1,22,2,2,23,1371714989,53
902,-7480.124099999665,4864894.9306000015,2,1,10,2,2,23,1371715130,3
903,-7489.177499998361,4864899.944899999,2,1,10,2,2,23,1371715038,3
904,-7502.826900001615,4864860.174599998,2,1,3,2,2,23,1371715301,61
905,-7501.221900001168,4864863.072899997,2,1,2,2,2,23,1371715224,52
906,-7506.731899999082,4864850.683999999,2,1,4,2,2,23,1371715370,63
907,-7491.030633945018,4864865.38593483,2,1,2,1,2,23,1371715256,44
908,-7511.5214999988675,4864853.5402000025,2,1,7,2,2,23,1371715487,69
909,-7516.474500000478,4864844.597199999,2,1,6,2,2,23,1371715448,67
910,-7511.736699998379,4864841.647200003,2,1,5,2,2,23,1371715413,65
911,-7504.881400000304,4864865.5295,2,1,9,2,2,23,1371715556,73
912,-7506.529300000519,4864862.554300003,2,1,8,2,2,23,1371715525,71
913,-7474.652600001544,4864865.9525000015,2,1,27,2,2,23,1371715771,55
914,-7466.291100092231,4864859.3389488915,2,1,18,1,2,23,1371715899,28
915,-7469.7391000017515,4864864.291500002,2,1,18,2,2,23,1371715868,29
916,-7470.518699999899,4864863.662799999,2,1,26,2,2,23,1371715833,54
917,-7461.524049259721,4864852.0464766035,2,1,217,1,2,23,1371716204,50
918,-7480.431491758674,4864867.1309280535,2,1,17,1,2,23,1371715969,26
919,-7458.26419999823,4864852.0842999965,2,1,217,2,2,23,1371716149,51
920,-7457.242100000381,4864853.930299997,2,1,216,2,2,23,1371716114,49
921,-7474.582499999553,4864866.872299999,2,1,17,2,2,23,1371715937,27
922,-7327.492165092379,4864766.668530561,3,2,247,1,2,23,1371716716,103
923,-7337.394799999893,4864763.226999998,3,2,245,2,2,23,1371716794,101
924,-7336.700399998575,4864764.478799999,3,2,246,2,2,23,1371716759,102
925,-7331.400499999522,4864768.478600003,3,2,248,2,2,23,1371716634,105
926,-7331.747999999671,4864767.318000004,3,2,247,2,2,23,1371716688,104
927,-7344.211399998516,4864750.939999999,3,2,242,2,2,23,1371716894,97
928,-7340.524599999189,4864757.585900001,3,2,244,2,2,23,1371716824,100
929,-7339.1538871750245,4864749.384690456,3,2,242,1,2,23,1371716932,96
930,-7341.214999999851,4864756.341499999,3,2,243,2,2,23,1371716854,99
931,-7344.968400001526,4864749.5759999985,3,2,241,2,2,23,1371717068,95
932,-7344.968400001526,4864749.5759999985,3,2,241,2,2,23,1371717038,95
933,-7337.23213905096,4864752.848840348,3,2,243,1,2,23,1371716980,98
934,-7407.379599999636,4864799.6941,3,2,201,2,2,23,1371717405,48
935,-7347.108300000428,4864748.045599997,3,2,240,2,2,23,1371717261,94
936,-7410.328999999911,4864800.005599998,3,2,202,2,2,23,1371717503,49
937,-7408.288427382708,4864803.464716807,3,2,201,1,2,23,1371717557,47
938,-7408.288427382708,4864803.464716807,3,2,201,1,2,23,1371717470,47
939,-7411.2507000006735,4864792.7678999975,3,2,203,2,2,23,1371720007,51
940,-7413.921399999409,4864785.033399999,3,2,206,2,2,23,1371720109,54
941,-7406.063099998981,4864788.219300002,3,2,208,2,2,23,1371720181,56
942,-7413.154800001532,4864789.236699998,3,2,204,2,2,23,1371720040,52
943,-7413.955299999566,4864787.794299996,3,2,205,2,2,23,1371720077,53
944,-7405.100900001824,4864789.7755,3,2,207,2,2,23,1371720149,55
945,-7403.73600000143,4864789.018399999,3,2,209,2,2,23,1371720217,57
946,-7399.109700001776,4864784.361699998,3,2,212,2,2,23,1371720320,60
947,-7398.11080000177,4864785.8972999975,3,2,211,2,2,23,1371720291,59
948,-7404.705499999225,4864787.466200002,3,2,210,2,2,23,1371720251,58
949,-7398.5587060302505,4864779.87839587,3,2,214,1,2,23,1371720454,62
950,-7415.163003530352,4864796.084482223,3,2,203,1,2,23,1371720509,50
951,-7397.859799999744,4864783.668200001,3,2,214,2,2,23,1371720382,63
952,-7396.896099999547,4864785.223499998,3,2,213,2,2,23,1371720352,61
953,-7391.35909999907,4864782.1516999975,3,2,215,2,2,23,1371720586,65
954,-7392.357000000775,4864780.615599996,3,2,216,2,2,23,1371720662,67
955,-7390.095800001174,4864781.450599998,3,2,217,2,2,23,1371720766,68
956,-7395.100707694888,4864777.95992858,3,2,216,1,2,23,1371720720,66
957,-7390.649026967585,4864785.979925662,3,2,215,1,2,23,1371720623,64
958,-7385.372800000012,4864776.740699999,3,2,220,2,2,23,1371720862,71
959,-7383.265599999577,4864777.661399998,3,2,221,2,2,23,1371720893,72
960,-7391.084499999882,4864779.909699999,3,2,218,2,2,23,1371720795,69
961,-7384.211300000548,4864776.0964,3,2,222,2,2,23,1371720923,73
962,-7384.393399998547,4864778.2870000005,3,2,219,2,2,23,1371720830,70
963,-7369.632300000639,4864770.0979999965,3,2,225,2,2,23,1371721083,77
964,-7376.4010000005355,4864773.852899998,3,2,223,2,2,23,1371720960,75
965,-7377.651299998164,4864772.941299997,3,2,250,2,2,23,1371721049,106
966,-7374.294482905418,4864777.897182643,3,2,223,1,2,23,1371721003,74
967,-7368.386100001633,4864769.406199999,3,2,227,2,2,23,1371721215,79
968,-7370.614700000732,4864768.552900001,3,2,224,2,2,23,1371721120,76
969,-7363.996100001038,4864764.880800001,3,2,228,2,2,23,1371721248,80
970,-7369.414400000124,4864767.887100004,3,2,226,2,2,23,1371721157,78
971,-7362.526500001551,4864764.065700002,3,2,230,2,2,23,1371721313,83
972,-7356.978100001811,4864760.987300001,3,2,232,2,2,23,1371721430,85
973,-7361.5406999997795,4864765.608599998,3,2,231,2,2,23,1371721398,84
974,-7363.228232070805,4864760.277467221,3,2,230,1,2,23,1371721356,82
975,-7363.03830000013,4864766.439499997,3,2,229,2,2,23,1371721281,81
976,-7350.146999999882,4864757.249200001,3,2,236,2,2,23,1371721556,90
977,-7356.0102000012985,4864762.5402000025,3,2,233,2,2,23,1371721459,86
978,-7354.719900000841,4864761.8244,3,2,235,2,2,23,1371721525,88
979,-7355.670499999076,4864760.262000002,3,2,234,2,2,23,1371721492,87
980,-7352.9321568608275,4864754.565126285,3,2,236,1,2,23,1371721592,89
981,-7348.012899998575,4864758.103299998,3,2,239,2,2,23,1371721693,93
982,-7349.279599998145,4864758.806000002,3,2,237,2,2,23,1371721629,91
983,-7348.8982000015685,4864756.556000002,3,2,238,2,2,23,1371721658,92
984,-7527.451099999249,4864929.146399997,2,1,101,2,2,23,1371713774,2
985,-7536.6211999990055,4864934.2251999965,2,1,106,2,2,23,1371713689,13
986,-7541.264299999922,4864920.7782000005,2,1,106,2,2,23,1371713731,13
987,-7524.570399999618,4864934.093000002,2,1,102,2,2,23,1371713806,5
988,-7536.598200000822,4864918.117200002,2,1,101,2,2,23,1371713649,2
989,-7519.152399998158,4864949.532200001,2,1,103,2,2,23,1371713882,7
990,-7533.896200001241,4864939.258299999,2,1,105,2,2,23,1371713840,11
991,-7519.152399998158,4864949.532200001,2,1,103,2,2,23,1371714093,7
992,-7510.437173217535,4864949.2514167065,2,1,103,1,2,23,1371714126,6
993,-7528.816401548684,4864959.430612221,2,1,104,1,2,23,1371714199,8
994,-7564.196299999952,4864887.1932,2,1,111,2,2,23,1371714354,18
995,-7571.093400001526,4864871.7184000015,2,1,110,2,2,23,1371714392,17
996,-7559.497299998999,4864887.650399998,2,1,112,2,2,23,1371714305,20
997,-7523.628199998288,4864951.958300002,2,1,104,2,2,23,1371714165,9
998,-7562.186200000346,4864866.785099998,2,1,109,2,2,23,1371714431,16
999,-7559.78200000152,4864871.373499997,2,1,108,2,2,23,1371714466,15
1000,-7537.339899998158,4864895.785400003,2,1,117,2,2,23,1371714554,21
1001,-7555.132300000639,4864885.251500003,2,1,107,2,2,23,1371714508,14
1002,-7521.867186445744,4864889.477093995,2,1,29,1,2,23,1371714811,58
1003,-7520.755800001323,4864891.4821000025,2,1,29,2,2,23,1371714878,59
1004,-7516.841499999165,4864889.291000001,2,1,28,2,2,23,1371714846,57
1005,-7526.710926756264,4864892.801808476,2,1,15,1,2,23,1371714759,22
1006,-7520.724500000478,4864892.4384,2,1,15,2,2,23,1371714730,23
1007,-7502.449700001627,4864884.176100002,2,1,22,2,2,23,1371714991,53
1008,-7516.088799998164,4864889.878200002,2,1,16,2,2,23,1371714918,25
1009,-7512.604163631797,4864884.949543999,2,1,16,1,2,23,1371714944,24
1010,-7489.177499998361,4864899.944899999,2,1,10,2,2,23,1371715039,3
1011,-7480.124099999665,4864894.9306000015,2,1,10,2,2,23,1371715131,3
1012,-7482.4561760276565,4864901.429579936,2,1,10,1,2,23,1371715080,0
1013,-7502.826900001615,4864860.174599998,2,1,3,2,2,23,1371715302,61
1014,-7491.030633945018,4864865.38593483,2,1,2,1,2,23,1371715257,44
1015,-7501.221900001168,4864863.072899997,2,1,2,2,2,23,1371715226,52
1016,-7516.474500000478,4864844.597199999,2,1,6,2,2,23,1371715449,67
1017,-7506.731899999082,4864850.683999999,2,1,4,2,2,23,1371715372,63
1018,-7511.736699998379,4864841.647200003,2,1,5,2,2,23,1371715415,65
1019,-7511.5214999988675,4864853.5402000025,2,1,7,2,2,23,1371715489,69
1020,-7469.7391000017515,4864864.291500002,2,1,18,2,2,23,1371715869,29
1021,-7470.518699999899,4864863.662799999,2,1,26,2,2,23,1371715835,54
1022,-7506.529300000519,4864862.554300003,2,1,8,2,2,23,1371715527,71
1023,-7504.881400000304,4864865.5295,2,1,9,2,2,23,1371715558,73
1024,-7474.652600001544,4864865.9525000015,2,1,27,2,2,23,1371715773,55
1025,-7474.582499999553,4864866.872299999,2,1,17,2,2,23,1371715938,27
1026,-7480.431491758674,4864867.1309280535,2,1,17,1,2,23,1371715970,26
1027,-7466.291100092231,4864859.3389488915,2,1,18,1,2,23,1371715900,28
1028,-7457.242100000381,4864853.930299997,2,1,216,2,2,23,1371716117,49
1029,-7331.747999999671,4864767.318000004,3,2,247,2,2,23,1371716689,104
1030,-7461.524049259721,4864852.0464766035,2,1,217,1,2,23,1371716208,50
1031,-7327.492165092379,4864766.668530561,3,2,247,1,2,23,1371716718,103
1032,-7331.400499999522,4864768.478600003,3,2,248,2,2,23,1371716635,105
1033,-7458.26419999823,4864852.0842999965,2,1,217,2,2,23,1371716149,51
1034,-7337.394799999893,4864763.226999998,3,2,245,2,2,23,1371716796,101
1035,-7341.214999999851,4864756.341499999,3,2,243,2,2,23,1371716856,99
1036,-7336.700399998575,4864764.478799999,3,2,246,2,2,23,1371716760,102
1037,-7340.524599999189,4864757.585900001,3,2,244,2,2,23,1371716825,100
1038,-7337.23213905096,4864752.848840348,3,2,243,1,2,23,1371716981,98
1039,-7344.968400001526,4864749.5759999985,3,2,241,2,2,23,1371717070,95
1040,-7344.968400001526,4864749.5759999985,3,2,241,2,2,23,1371717040,95
1041,-7339.1538871750245,4864749.384690456,3,2,242,1,2,23,1371716933,96
1042,-7344.211399998516,4864750.939999999,3,2,242,2,2,23,1371716895,97
1043,-7408.288427382708,4864803.464716807,3,2,201,1,2,23,1371717472,47
1044,-7407.379599999636,4864799.6941,3,2,201,2,2,23,1371717407,48
1045,-7410.328999999911,4864800.005599998,3,2,202,2,2,23,1371717504,49
1046,-7347.108300000428,4864748.045599997,3,2,240,2,2,23,1371717263,94
1047,-7413.154800001532,4864789.236699998,3,2,204,2,2,23,1371720041,52
1048,-7408.288427382708,4864803.464716807,3,2,201,1,2,23,1371717559,47
1049,-7411.2507000006735,4864792.7678999975,3,2,203,2,2,23,1371720008,51
1050,-7413.955299999566,4864787.794299996,3,2,205,2,2,23,1371720078,53
1051,-7413.921399999409,4864785.033399999,3,2,206,2,2,23,1371720111,54
1052,-7405.100900001824,4864789.7755,3,2,207,2,2,23,1371720150,55
1053,-7403.73600000143,4864789.018399999,3,2,209,2,2,23,1371720218,57
1054,-7404.705499999225,4864787.466200002,3,2,210,2,2,23,1371720252,58
1055,-7406.063099998981,4864788.219300002,3,2,208,2,2,23,1371720182,56
1056,-7399.109700001776,4864784.361699998,3,2,212,2,2,23,1371720322,60
1057,-7397.859799999744,4864783.668200001,3,2,214,2,2,23,1371720384,63
1058,-7398.11080000177,4864785.8972999975,3,2,211,2,2,23,1371720292,59
1059,-7396.896099999547,4864785.223499998,3,2,213,2,2,23,1371720353,61
1060,-7390.649026967585,4864785.979925662,3,2,215,1,2,23,1371720625,64
1061,-7392.357000000775,4864780.615599996,3,2,216,2,2,23,1371720663,67
1062,-7398.5587060302505,4864779.87839587,3,2,214,1,2,23,1371720455,62
1063,-7415.163003530352,4864796.084482223,3,2,203,1,2,23,1371720510,50
1064,-7391.35909999907,4864782.1516999975,3,2,215,2,2,23,1371720588,65
1065,-7390.095800001174,4864781.450599998,3,2,217,2,2,23,1371720768,68
1066,-7395.100707694888,4864777.95992858,3,2,216,1,2,23,1371720720,66
1067,-7391.084499999882,4864779.909699999,3,2,218,2,2,23,1371720797,69
1068,-7384.393399998547,4864778.2870000005,3,2,219,2,2,23,1371720831,70
1069,-7384.211300000548,4864776.0964,3,2,222,2,2,23,1371720924,73
1070,-7374.294482905418,4864777.897182643,3,2,223,1,2,23,1371721004,74
1071,-7376.4010000005355,4864773.852899998,3,2,223,2,2,23,1371720963,75
1072,-7383.265599999577,4864777.661399998,3,2,221,2,2,23,1371720894,72
1073,-7385.372800000012,4864776.740699999,3,2,220,2,2,23,1371720863,71
1074,-7377.651299998164,4864772.941299997,3,2,250,2,2,23,1371721051,106
1075,-7370.614700000732,4864768.552900001,3,2,224,2,2,23,1371721121,76
1076,-7369.632300000639,4864770.0979999965,3,2,225,2,2,23,1371721085,77
1077,-7369.414400000124,4864767.887100004,3,2,226,2,2,23,1371721159,78
1078,-7363.996100001038,4864764.880800001,3,2,228,2,2,23,1371721250,80
1079,-7362.526500001551,4864764.065700002,3,2,230,2,2,23,1371721314,83
1080,-7368.386100001633,4864769.406199999,3,2,227,2,2,23,1371721217,79
1081,-7363.228232070805,4864760.277467221,3,2,230,1,2,23,1371721357,82
1082,-7363.03830000013,4864766.439499997,3,2,229,2,2,23,1371721282,81
1083,-7356.978100001811,4864760.987300001,3,2,232,2,2,23,1371721431,85
1084,-7361.5406999997795,4864765.608599998,3,2,231,2,2,23,1371721400,84
1085,-7356.0102000012985,4864762.5402000025,3,2,233,2,2,23,1371721461,86
1086,-7355.670499999076,4864760.262000002,3,2,234,2,2,23,1371721493,87
1087,-7354.719900000841,4864761.8244,3,2,235,2,2,23,1371721527,88
1088,-7349.279599998145,4864758.806000002,3,2,237,2,2,23,1371721630,91
1089,-7352.9321568608275,4864754.565126285,3,2,236,1,2,23,1371721593,89
1090,-7350.146999999882,4864757.249200001,3,2,236,2,2,23,1371721557,90
1091,-7348.8982000015685,4864756.556000002,3,2,238,2,2,23,1371721660,92
1092,-7348.012899998575,4864758.103299998,3,2,239,2,2,23,1371721694,93
1093,-7409.384500000626,4864796.0331000015,4,2,202,2,3,16,1371719541,48
1094,-7407.406300000846,4864799.5983000025,4,2,201,2,3,16,1371719503,47
1095,-7410.100400000811,4864794.7425,4,2,203,2,3,16,1371719576,49
1096,-7413.955299999566,4864787.794299996,4,2,205,2,3,16,1371719652,51
1097,-7405.100900001824,4864789.7755,4,2,207,2,3,16,1371719728,53
1098,-7413.154800001532,4864789.236699998,4,2,204,2,3,16,1371719616,50
1099,-7413.921399999409,4864785.033399999,4,2,206,2,3,16,1371719686,52
1100,-7406.063099998981,4864788.219300002,4,2,208,2,3,16,1371719758,54
1101,-7399.109700001776,4864784.361699998,4,2,212,2,3,16,1371719873,58
1102,-7403.73600000143,4864789.018399999,4,2,209,2,3,16,1371719790,55
1103,-7404.705499999225,4864787.466200002,4,2,210,2,3,16,1371719820,56
1104,-7398.11080000177,4864785.8972999975,4,2,211,2,3,16,1371719847,57
1105,-7391.35909999907,4864782.1516999975,4,2,215,2,3,16,1371719960,61
1106,-7390.095800001174,4864781.450599998,4,2,217,2,3,16,1371720015,63
1107,-7396.896099999547,4864785.223499998,4,2,213,2,3,16,1371719904,59
1108,-7392.357000000775,4864780.615599996,4,2,216,2,3,16,1371719987,62
1109,-7397.859799999744,4864783.668200001,4,2,214,2,3,16,1371719931,60
1110,-7391.084499999882,4864779.909699999,4,2,218,2,3,16,1371720041,64
1111,-7409.384500000626,4864796.0331000015,4,2,202,2,3,16,1371719531,48
1112,-7384.393399998547,4864778.2870000005,4,2,219,2,3,16,1371720069,65
1113,-7407.406300000846,4864799.5983000025,4,2,201,2,3,16,1371719494,47
1114,-7413.154800001532,4864789.236699998,4,2,204,2,3,16,1371719606,50
1115,-7405.100900001824,4864789.7755,4,2,207,2,3,16,1371719719,53
1116,-7410.100400000811,4864794.7425,4,2,203,2,3,16,1371719566,49
1117,-7413.955299999566,4864787.794299996,4,2,205,2,3,16,1371719643,51
1118,-7413.921399999409,4864785.033399999,4,2,206,2,3,16,1371719677,52
1119,-7403.73600000143,4864789.018399999,4,2,209,2,3,16,1371719781,55
1120,-7398.11080000177,4864785.8972999975,4,2,211,2,3,16,1371719838,57
1121,-7404.705499999225,4864787.466200002,4,2,210,2,3,16,1371719811,56
1122,-7406.063099998981,4864788.219300002,4,2,208,2,3,16,1371719749,54
1123,-7392.357000000775,4864780.615599996,4,2,216,2,3,16,1371719977,62
1124,-7391.35909999907,4864782.1516999975,4,2,215,2,3,16,1371719951,61
1125,-7399.109700001776,4864784.361699998,4,2,212,2,3,16,1371719864,58
1126,-7397.859799999744,4864783.668200001,4,2,214,2,3,16,1371719922,60
1127,-7396.896099999547,4864785.223499998,4,2,213,2,3,16,1371719895,59
1128,-7390.095800001174,4864781.450599998,4,2,217,2,3,16,1371720006,63
1129,-7391.084499999882,4864779.909699999,4,2,218,2,3,16,1371720032,64
1130,-7385.372800000012,4864776.740699999,4,2,220,2,3,16,1371720087,66
1131,-7384.393399998547,4864778.2870000005,4,2,219,2,3,16,1371720060,65
1132,-7407.406300000846,4864799.5983000025,4,2,201,2,3,16,1371719495,47
1133,-7410.100400000811,4864794.7425,4,2,203,2,3,16,1371719567,49
1134,-7409.384500000626,4864796.0331000015,4,2,202,2,3,16,1371719532,48
1135,-7413.154800001532,4864789.236699998,4,2,204,2,3,16,1371719607,50
1136,-7413.955299999566,4864787.794299996,4,2,205,2,3,16,1371719644,51
1137,-7403.73600000143,4864789.018399999,4,2,209,2,3,16,1371719782,55
1138,-7413.921399999409,4864785.033399999,4,2,206,2,3,16,1371719678,52
1139,-7406.063099998981,4864788.219300002,4,2,208,2,3,16,1371719750,54
1140,-7405.100900001824,4864789.7755,4,2,207,2,3,16,1371719720,53
1141,-7397.859799999744,4864783.668200001,4,2,214,2,3,16,1371719923,60
1142,-7396.896099999547,4864785.223499998,4,2,213,2,3,16,1371719896,59
1143,-7404.705499999225,4864787.466200002,4,2,210,2,3,16,1371719812,56
1144,-7399.109700001776,4864784.361699998,4,2,212,2,3,16,1371719865,58
1145,-7398.11080000177,4864785.8972999975,4,2,211,2,3,16,1371719839,57
1146,-7392.357000000775,4864780.615599996,4,2,216,2,3,16,1371719978,62
1147,-7390.095800001174,4864781.450599998,4,2,217,2,3,16,1371720007,63
1148,-7391.35909999907,4864782.1516999975,4,2,215,2,3,16,1371719952,61
1149,-7391.084499999882,4864779.909699999,4,2,218,2,3,16,1371720033,64
1150,-7407.406300000846,4864799.5983000025,4,2,201,2,3,16,1371719496,47
1151,-7384.393399998547,4864778.2870000005,4,2,219,2,3,16,1371720061,65
1152,-7410.100400000811,4864794.7425,4,2,203,2,3,16,1371719568,49
1153,-7409.384500000626,4864796.0331000015,4,2,202,2,3,16,1371719533,48
1154,-7385.372800000012,4864776.740699999,4,2,220,2,3,16,1371720088,66
1155,-7413.921399999409,4864785.033399999,4,2,206,2,3,16,1371719679,52
1156,-7405.100900001824,4864789.7755,4,2,207,2,3,16,1371719721,53
1157,-7413.955299999566,4864787.794299996,4,2,205,2,3,16,1371719645,51
1158,-7413.154800001532,4864789.236699998,4,2,204,2,3,16,1371719608,50
1159,-7399.109700001776,4864784.361699998,4,2,212,2,3,16,1371719866,58
1160,-7403.73600000143,4864789.018399999,4,2,209,2,3,16,1371719783,55
1161,-7406.063099998981,4864788.219300002,4,2,208,2,3,16,1371719751,54
1162,-7404.705499999225,4864787.466200002,4,2,210,2,3,16,1371719813,56
1163,-7398.11080000177,4864785.8972999975,4,2,211,2,3,16,1371719840,57
1164,-7392.357000000775,4864780.615599996,4,2,216,2,3,16,1371719979,62
1165,-7391.35909999907,4864782.1516999975,4,2,215,2,3,16,1371719953,61
1166,-7397.859799999744,4864783.668200001,4,2,214,2,3,16,1371719924,60
1167,-7396.896099999547,4864785.223499998,4,2,213,2,3,16,1371719897,59
1168,-7390.095800001174,4864781.450599998,4,2,217,2,3,16,1371720008,63
1169,-7391.084499999882,4864779.909699999,4,2,218,2,3,16,1371720034,64
1170,-7409.384500000626,4864796.0331000015,4,2,202,2,3,16,1371719534,48
1171,-7407.406300000846,4864799.5983000025,4,2,201,2,3,16,1371719497,47
1172,-7384.393399998547,4864778.2870000005,4,2,219,2,3,16,1371720062,65
1173,-7413.955299999566,4864787.794299996,4,2,205,2,3,16,1371719646,51
1174,-7410.100400000811,4864794.7425,4,2,203,2,3,16,1371719569,49
1175,-7413.921399999409,4864785.033399999,4,2,206,2,3,16,1371719680,52
1176,-7413.154800001532,4864789.236699998,4,2,204,2,3,16,1371719609,50
1177,-7398.11080000177,4864785.8972999975,4,2,211,2,3,16,1371719841,57
1178,-7406.063099998981,4864788.219300002,4,2,208,2,3,16,1371719752,54
1179,-7404.705499999225,4864787.466200002,4,2,210,2,3,16,1371719814,56
1180,-7403.73600000143,4864789.018399999,4,2,209,2,3,16,1371719784,55
1181,-7405.100900001824,4864789.7755,4,2,207,2,3,16,1371719722,53
1182,-7399.109700001776,4864784.361699998,4,2,212,2,3,16,1371719867,58
1183,-7397.859799999744,4864783.668200001,4,2,214,2,3,16,1371719925,60
1184,-7396.896099999547,4864785.223499998,4,2,213,2,3,16,1371719898,59
1185,-7391.35909999907,4864782.1516999975,4,2,215,2,3,16,1371719954,61
1186,-7390.095800001174,4864781.450599998,4,2,217,2,3,16,1371720009,63
1187,-7384.393399998547,4864778.2870000005,4,2,219,2,3,16,1371720063,65
1188,-7407.406300000846,4864799.5983000025,4,2,201,2,3,16,1371719498,47
1189,-7392.357000000775,4864780.615599996,4,2,216,2,3,16,1371719980,62
1190,-7391.084499999882,4864779.909699999,4,2,218,2,3,16,1371720035,64
1191,-7409.384500000626,4864796.0331000015,4,2,202,2,3,16,1371719535,48
1192,-7413.154800001532,4864789.236699998,4,2,204,2,3,16,1371719611,50
1193,-7413.955299999566,4864787.794299996,4,2,205,2,3,16,1371719647,51
1194,-7410.100400000811,4864794.7425,4,2,203,2,3,16,1371719570,49
1195,-7413.921399999409,4864785.033399999,4,2,206,2,3,16,1371719681,52
1196,-7406.063099998981,4864788.219300002,4,2,208,2,3,16,1371719753,54
1197,-7404.705499999225,4864787.466200002,4,2,210,2,3,16,1371719815,56
1198,-7405.100900001824,4864789.7755,4,2,207,2,3,16,1371719723,53
1199,-7403.73600000143,4864789.018399999,4,2,209,2,3,16,1371719785,55
1200,-7398.11080000177,4864785.8972999975,4,2,211,2,3,16,1371719842,57
1201,-7391.35909999907,4864782.1516999975,4,2,215,2,3,16,1371719955,61
1202,-7396.896099999547,4864785.223499998,4,2,213,2,3,16,1371719899,59
1203,-7399.109700001776,4864784.361699998,4,2,212,2,3,16,1371719868,58
1204,-7397.859799999744,4864783.668200001,4,2,214,2,3,16,1371719926,60
